124.4204783599999,-1791.5529607984583,-2368.4750608533327
114.66844851999988,-1661.6904027996036,-2072.8699044133346
109.49017467999988,-1199.6275174622097,-1871.923565853335
76.59889883999989,-813.1494330277567,-1222.7748905066678
55.85174419999996,-195.81001594496325,-371.74387626666567
68.19885343999985,-71.21416356251291,-135.98030297333304
92.8247359199999,-49.683520591833656,-122.5539077866664
87.78816979999984,-42.4266407416041,-113.5441829200001
141.53826111999993,26.188370803633056,-76.89397427999965
171.7071607200001,104.06668491031019,-8.896338026666637
177.8886092800001,111.14769053165708,-2.5351105333333113
202.20219836000024,149.1601135154414,66.72815030666663
190.74791540000018,160.21525993809888,80.13038195999994
208.5062780000003,183.05898614461913,131.1854730399999
197.16627800000023,183.72778671009203,106.9820991199999
213.91526732000034,195.35424560167243,145.99554258666666
218.56674872000022,189.06664849560843,113.7965948799999
243.26869668000026,217.37827289839015,134.2821590933333
223.52064224000023,200.1832197736566,108.2492384933332
223.9617774800003,208.49401177343103,150.30369924000004
214.68287904000027,194.73764608874728,133.75570834666658
220.91549184000033,218.4880376463863,161.57377088000007
205.9454918400003,205.4130989686465,138.97607893333324
233.47359828000035,214.71376628076968,168.7892055466667
221.17821408000032,217.99165290950586,145.21418757333328
247.20370280000034,233.6003550111198,172.13606050666672
209.4856422400003,203.9526060106396,137.03241615999988
231.87448896000038,220.1301287939687,163.1272411466667
228.02788516000038,209.43873098306804,148.57131455999993
213.2754918400003,216.58466564147028,164.24583213333335
206.60049184000027,207.15719656109314,145.56282911999998
219.44859828000034,208.79457635111936,164.50161760000003
216.31317924000035,215.43783929652378,147.6598929066666
251.48870280000028,241.90561402785912,178.4627473866667
215.97064224000027,209.72760601063965,143.69024927999993
234.54127800000032,223.01380864145068,168.8230333333334
231.58788516000033,212.95873098306802,154.80590074666662
215.28228088000037,218.1596656414703,170.11046834666672
211.25049184000028,211.1305176749318,154.4936092
219.02859828000038,208.00957635111936,166.90062920000005
219.97317924000032,219.47625713085557,154.34336512
266.5936679600003,255.35964659016958,191.32254728000007
218.78064224000028,213.5876060106396,150.88402703999992
229.70627800000028,220.46429294909018,169.78235674666666
237.99209900000028,222.1448452108895,165.6794989066666
221.03728088000034,224.10104506278054,179.03542162666673
217.96970568000023,216.12777872615752,161.9145336
225.02859828000032,214.0545763511193,176.21154400000006
225.40317924000027,222.20932591000366,159.23675967999995
268.0486679600003,258.76590763400657,195.8967822666667
221.79560740000025,216.294504482201,151.75902703999992
229.39127800000028,220.213625799014,171.18660208
240.98209900000023,225.3278492161718,171.92870438666665
228.4372460400003,229.3246656414703,182.64499997333343
218.20970568000024,216.21370239119057,166.06661480000005
232.70359828000036,219.52957635111935,182.32964360000005
226.3473930800003,223.94045974394416,163.34492607999994
266.0786679600002,255.8951280979421,195.78385328000007
223.86060740000022,218.4391609722627,155.53902703999992
230.0762780000003,221.66362579901406,172.71660208000003
249.06209900000027,233.06984521088958,178.03286741333335
226.86224604000031,229.68015811818572,186.41888621333345
220.44470568000025,220.04222378335393,167.99661480000003
234.78859828000031,222.39965737888178,185.95464360000008
231.05817924000024,227.58613096075246,168.18970536
267.2754221600003,256.75012809794214,198.90067421333345
224.4348212400002,218.6391609722627,156.9561444799999
228.9862780000003,221.07862579901402,173.71225138666668
248.92209900000026,232.5548452108895,177.54337602666664
230.32724604000026,233.0701581181857,188.5753568533334
220.76470568000022,220.577223783354,167.70933648000005
232.52859828000032,221.54618141145028,183.83200880000007
231.4023930800003,228.03771720978142,169.41992607999995
267.31542216000025,256.6551280979421,197.2449890133334
224.93482124000025,219.8241609722627,157.1261444799999
231.4212780000003,223.78362579901403,176.45802808000002
247.30709900000025,232.05284921617186,177.13883958666665
228.81724604000033,231.8601581181857,187.03035685333344
225.19970568000025,223.54375152271618,169.7672016266667
236.96359828000035,225.13628736549396,185.67786776000008
225.42739308000031,224.05671200492262,165.9778902933333
264.30042216000027,255.6101280979421,195.90067421333342
225.47982124000023,220.31916097226267,158.2611444799999
231.0762780000003,223.438625799014,176.24802808
247.2970990000003,231.35784921617187,178.64490398666663
229.98724604000031,232.94015811818568,186.73783957333345
224.59970568000026,222.97375152271616,168.96220162666665
235.25359828000038,223.59447691870082,185.77200880000007
229.5423930800003,227.31073350556454,169.1749566933333
264.68042216000026,255.27512809794206,196.2106742133334
226.23982124000023,220.9491609722627,158.47114447999994
